Record_ID,Car_Model,Model_Year,Mileage_KM,Fault_Category,Fault_Type,Severity,Parts_Required,Parts_Availability,Garage_Type,Mechanic_Expertise,Location,Day_of_Week,Time_of_Day,Actual_Repair_Hours
743,Suzuki Alto,2015,32246,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Local,2,Walgama,Tuesday,Evening,3.3
744,Suzuki Alto,2016,146521,AC,Bad Smell,Minor,Evaporator Cleaning,In Stock,Local,14,Grandpass,Thursday,Afternoon,0.5
745,Suzuki Alto,2014,35864,Brake,Brake Pad Wear,Moderate,Brake Pads,In Stock,Local,8,Slave Island,Sunday,Morning,1.2
746,Suzuki Alto,2012,143526,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Local,25,Kesbewa,Friday,Morning,0.6
747,Suzuki Alto,2021,48357,Brake,Disc Rotor Warped,Moderate,Disc Skimming,In Stock,Authorized,6,Ratmalana,Tuesday,Evening,1.8
748,Suzuki Alto,2011,195509,Engine,Thermostat Stuck,Moderate,Thermostat Valve,Order Required,Local,20,Bambalapitiya,Saturday,Morning,2.7
749,Suzuki Alto,2011,158247,Brake,Disc Rotor Warped,Major,Disc Skimming,In Stock,Local,24,Kamburupitiya,Wednesday,Morning,2.7
750,Suzuki Alto,2011,155963,AC,Compressor Noise,Minor,Compressor,In Stock,Local,11,Dikwella,Wednesday,Evening,2.4
751,Suzuki Alto,2021,48803,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Authorized,13,Matara,Thursday,Morning,2.3
752,Suzuki Alto,2015,30790,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Authorized,6,Gandara,Saturday,Morning,2.7
753,Suzuki Alto,2016,137144,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Local,19,Dondra,Friday,Morning,2.6
754,Suzuki Alto,2013,300933,Brake,Brake Pad Wear,Moderate,Brake Pads,In Stock,Local,17,Akuressa,Wednesday,Afternoon,0.9
755,Suzuki Alto,2022,17315,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Authorized,9,Pasgoda,Friday,Afternoon,2.4
756,Suzuki Alto,2016,102527,Suspension,Steering Rack Rattle,Moderate,Steering Rack Bush,In Stock,Local,1,Meddawatta,Sunday,Morning,5.4
757,Suzuki Alto,2017,114291,Engine,Oil Leak (Gasket),Minor,Valve Cover Gasket,In Stock,Local,21,Kirinda Puhulwella,Thursday,Afternoon,1
758,Suzuki Alto,2018,68745,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,In Stock,Authorized,15,Thihagoda,Friday,Afternoon,2.3
759,Suzuki Alto,2019,19941,AC,Compressor Noise,Major,Compressor,In Stock,Local,14,Dehiwala,Saturday,Evening,9
760,Suzuki Alto,2015,37480,AC,Bad Smell,Minor,Evaporator Cleaning,In Stock,Local,20,Kirulapone,Wednesday,Evening,0.5
761,Suzuki Alto,2015,75428,Transmission,Transmission Oil Leak,Moderate,Oil Seal,In Stock,Local,19,Akuressa,Saturday,Evening,1.8
762,Suzuki Alto,2020,164244,Electrical,Starter Motor Fault,Major,Starter Motor,In Stock,Local,17,Athuraliya,Saturday,Morning,5.4
763,Suzuki Alto,2015,111379,Electrical,Starter Motor Fault,Minor,Starter Motor,In Stock,Local,3,Kolonnawa,Friday,Evening,1.8
764,Suzuki Alto,2019,43059,AC,Bad Smell,Minor,Evaporator Cleaning,In Stock,Local,7,Kotapola,Wednesday,Morning,0.8
765,Suzuki Alto,2021,9764,Engine,Water Pump Failure,Major,Water Pump,In Stock,Authorized,11,Weligama,Sunday,Morning,10.7
766,Suzuki Alto,2013,62228,Engine,Radiator Fan Failure,Minor,Fan Motor,In Stock,Local,4,Slave Island,Monday,Morning,1.8
767,Suzuki Alto,2018,118392,Engine,Thermostat Stuck,Minor,Thermostat Valve,In Stock,Authorized,16,Slave Island,Tuesday,Morning,1.4
768,Suzuki Alto,2015,101916,Body,Door Rattle,Minor,Door Panel Clips,In Stock,Local,11,Padukka,Sunday,Morning,0.6
769,Suzuki Alto,2012,119502,AC,Condenser Leak,Minor,Condenser,In Stock,Local,25,Kirulapone,Friday,Evening,0.8
770,Suzuki Alto,2016,138164,Transmission,Transmission Oil Leak,Major,Oil Seal,In Stock,Local,2,Thalalla,Sunday,Afternoon,8
771,Suzuki Alto,2021,83413,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,In Stock,Authorized,20,Pallimulla,Friday,Afternoon,1.7
772,Suzuki Alto,2018,76770,Brake,ABS Sensor Fault,Moderate,ABS Sensor,Order Required,Local,16,Kolonnawa,Sunday,Afternoon,1.3
773,Suzuki Alto,2022,27818,AC,Compressor Noise,Moderate,Compressor,In Stock,Authorized,16,Pasgoda,Sunday,Evening,4.1
774,Suzuki Alto,2015,116323,Suspension,CV Joint Noise,Major,CV Joint/Boot,In Stock,Local,12,Ratmalana,Tuesday,Morning,7.2
775,Suzuki Alto,2018,70555,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,Order Required,Local,25,Bambalapitiya,Thursday,Afternoon,0.5
776,Suzuki Alto,2012,579084,Electrical,Rat Bite Damage,Major,Wiring Harness Repair,In Stock,Local,9,Akuressa,Monday,Evening,8.5
777,Suzuki Alto,2020,45001,AC,No Cooling,Moderate,Refrigerant Gas,In Stock,Local,6,Pitabeddara,Thursday,Evening,2.9
778,Suzuki Alto,2015,67935,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Local,8,Welipitiya,Wednesday,Morning,2.9
779,Suzuki Alto,2015,103871,Brake,Brake Fluid Leak,Major,Brake Cylinder/Line,In Stock,Local,8,Kotapola,Monday,Morning,6.7
780,Suzuki Alto,2013,71875,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Local,7,Pallimulla,Friday,Afternoon,0.7
781,Suzuki Alto,2022,34326,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Local,17,Mulatiyana,Saturday,Morning,0.5
782,Suzuki Alto,2020,176334,Engine,Misfiring,Major,Spark Plugs/Coils,Order Required,Authorized,15,Pallimulla,Saturday,Evening,4.3
783,Suzuki Alto,2020,29901,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Local,6,Devinuwara,Sunday,Afternoon,0.8
784,Suzuki Alto,2017,75551,Engine,Timing Belt Noise,Minor,Timing Belt Kit,In Stock,Authorized,5,Thalalla,Sunday,Afternoon,2.8
785,Suzuki Alto,2020,55945,Electrical,Starter Motor Fault,Moderate,Starter Motor,In Stock,Local,21,Paburana,Saturday,Morning,2
786,Suzuki Alto,2015,123453,Transmission,Gear Shifting Hard,Major,Gear Cable/Oil,In Stock,Local,1,Athuraliya,Tuesday,Morning,9.7
787,Suzuki Alto,2021,17624,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Authorized,16,Pallimulla,Wednesday,Morning,33.3
788,Suzuki Alto,2011,177108,Electrical,Starter Motor Fault,Moderate,Starter Motor,In Stock,Local,16,Ratmalana,Tuesday,Evening,1.7
789,Suzuki Alto,2019,81927,Brake,Brake Pad Wear,Moderate,Brake Pads,In Stock,Local,2,Kolonnawa,Wednesday,Afternoon,1.4
790,Suzuki Alto,2013,181339,Electrical,Power Window Stuck,Moderate,Window Motor/Regulator,In Stock,Local,18,Dikwella,Wednesday,Evening,1.2
791,Suzuki Alto,2013,29409,Transmission,Clutch Slipping,Moderate,Clutch Plate Set,Order Required,Authorized,6,Mulatiyana,Tuesday,Evening,8.1
792,Suzuki Alto,2016,98097,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,In Stock,Local,4,Pallimulla,Monday,Evening,3.3
793,Suzuki Alto,2021,59885,Engine,Hard Starting,Major,Starter Motor/Battery,In Stock,Authorized,5,Pasgoda,Friday,Afternoon,3.5
794,Suzuki Alto,2013,391298,AC,Condenser Leak,Moderate,Condenser,In Stock,Authorized,13,Pallimulla,Wednesday,Morning,2.6
795,Suzuki Alto,2013,111191,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,21,Pitabeddara,Wednesday,Afternoon,0.5
796,Suzuki Alto,2018,71574,AC,No Cooling,Major,Refrigerant Gas,In Stock,Local,23,Kesbewa,Friday,Evening,4
797,Suzuki Alto,2021,104577,Electrical,Starter Motor Fault,Minor,Starter Motor,In Stock,Authorized,9,Nawimana,Friday,Afternoon,1.2
798,Suzuki Alto,2012,135794,Brake,Brake Shoe Wear,Moderate,Brake Shoes,Order Required,Authorized,17,Thihagoda,Thursday,Morning,1.6
799,Suzuki Alto,2013,190355,Engine,Radiator Fan Failure,Minor,Fan Motor,In Stock,Local,2,Havelock Town,Friday,Morning,0
800,Suzuki Alto,2015,293644,Electrical,Rat Bite Damage,Major,Wiring Harness Repair,In Stock,Authorized,10,Kamburupitiya,Saturday,Morning,9.4
801,Suzuki Alto,2012,162300,Electrical,Rat Bite Damage,Minor,Wiring Harness Repair,In Stock,Local,3,Weligama,Sunday,Morning,1.9
802,Suzuki Alto,2017,271882,Electrical,Starter Motor Fault,Major,Starter Motor,Order Required,Authorized,15,Havelock Town,Monday,Evening,6.5
803,Suzuki Alto,2014,165973,Body,Paint Scratch,Minor,Touch-up Paint,In Stock,Local,7,Dehiwala,Saturday,Evening,1.2
804,Suzuki Alto,2015,154866,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,In Stock,Authorized,9,Maradana,Wednesday,Evening,5
805,Suzuki Alto,2020,57914,Suspension,Bushings Worn,Major,Suspension Bush Kit,In Stock,Local,13,Kamburupitiya,Thursday,Evening,7.7
806,Suzuki Alto,2020,98866,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,In Stock,Authorized,6,Paburana,Monday,Afternoon,2.6
807,Suzuki Alto,2019,71178,Suspension,Steering Rack Rattle,Moderate,Steering Rack Bush,In Stock,Authorized,17,Paburana,Saturday,Afternoon,4.5
808,Suzuki Alto,2017,75286,Engine,Misfiring,Moderate,Spark Plugs/Coils,In Stock,Authorized,10,Dondra,Wednesday,Morning,1.8
809,Suzuki Alto,2012,195959,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Local,22,Meddawatta,Saturday,Morning,0.6
810,Suzuki Alto,2016,208708,Electrical,Battery Drain,Minor,Battery,In Stock,Local,13,Maradana,Monday,Afternoon,0.5
811,Suzuki Alto,2021,137459,Suspension,CV Joint Noise,Major,CV Joint/Boot,In Stock,Authorized,20,Walgama,Wednesday,Afternoon,6.4
812,Suzuki Alto,2021,37036,Electrical,Starter Motor Fault,Moderate,Starter Motor,In Stock,Authorized,14,Hiththetiya,Thursday,Morning,2.5
813,Suzuki Alto,2012,154862,Transmission,Gear Shifting Hard,Major,Gear Cable/Oil,Order Required,Local,2,Gandara,Thursday,Morning,13.9
814,Suzuki Alto,2022,26715,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Authorized,16,Hakmana,Thursday,Evening,0.5
815,Suzuki Alto,2015,73110,Engine,Engine Knocking,Moderate,Engine Overhaul Kit,In Stock,Local,16,Matara,Tuesday,Morning,13.5
816,Suzuki Alto,2016,74297,Electrical,Check Engine Light,Major,Sensor (O2/MAP),Order Required,Local,9,Maradana,Thursday,Afternoon,3.5
817,Suzuki Alto,2013,334190,Suspension,CV Joint Noise,Moderate,CV Joint/Boot,In Stock,Local,8,Dondra,Saturday,Evening,3.2
818,Suzuki Alto,2021,52245,Brake,Brake Pad Wear,Moderate,Brake Pads,In Stock,Authorized,9,Mulatiyana,Monday,Evening,1.2
819,Suzuki Alto,2021,15770,Transmission,Gear Shifting Hard,Minor,Gear Cable/Oil,In Stock,Authorized,7,Gandara,Monday,Evening,2
820,Suzuki Alto,2015,140088,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Local,6,Thihagoda,Thursday,Evening,1.5
821,Suzuki Alto,2022,23178,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Authorized,13,Dehiwala,Wednesday,Evening,0.5
822,Suzuki Alto,2016,152483,Brake,Disc Rotor Warped,Minor,Disc Skimming,In Stock,Local,11,Pitabeddara,Monday,Morning,0.9
823,Suzuki Alto,2016,121292,Body,Windshield Crack,Moderate,Windshield Glass,In Stock,Local,15,Devinuwara,Friday,Morning,3.9
824,Suzuki Alto,2021,15200,Brake,Brake Fluid Leak,Major,Brake Cylinder/Line,In Stock,Authorized,6,Kirinda Puhulwella,Tuesday,Afternoon,6
825,Suzuki Alto,2021,45601,Transmission,Transmission Oil Leak,Moderate,Oil Seal,In Stock,Authorized,9,Nupe,Monday,Afternoon,2.1
826,Suzuki Alto,2021,28654,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,In Stock,Authorized,14,Kirinda Puhulwella,Thursday,Morning,0.5
827,Suzuki Alto,2011,69310,Suspension,Steering Rack Rattle,Minor,Steering Rack Bush,In Stock,Local,21,Meddawatta,Sunday,Afternoon,2
828,Suzuki Alto,2012,163692,Electrical,Power Window Stuck,Minor,Window Motor/Regulator,In Stock,Authorized,9,Weligama,Wednesday,Morning,0.9
829,Suzuki Alto,2011,177204,Transmission,Clutch Slipping,Major,Clutch Plate Set,Order Required,Local,25,Thalalla,Friday,Evening,7.9
830,Suzuki Alto,2011,507376,Engine,Water Pump Failure,Major,Water Pump,In Stock,Local,13,Gandara,Saturday,Evening,11.4
831,Suzuki Alto,2019,62109,Electrical,Battery Drain,Minor,Battery,In Stock,Local,5,Pitabeddara,Tuesday,Evening,0.5
832,Suzuki Alto,2022,28924,Transmission,Gear Shifting Hard,Moderate,Gear Cable/Oil,In Stock,Authorized,15,Ratmalana,Saturday,Morning,3.9
833,Suzuki Alto,2022,11726,Brake,Brake Pad Wear,Moderate,Brake Pads,In Stock,Authorized,20,Malimbada,Friday,Afternoon,1.1
834,Suzuki Alto,2012,293008,Body,Rust Patch,Minor,Tinkering/Painting,In Stock,Local,7,Devinuwara,Thursday,Afternoon,3.6
835,Suzuki Alto,2013,389254,Electrical,Power Window Stuck,Minor,Window Motor/Regulator,In Stock,Authorized,7,Hiththetiya,Tuesday,Afternoon,1.2
836,Suzuki Alto,2017,89696,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,2,Malimbada,Friday,Morning,0.8
837,Suzuki Alto,2016,102615,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Local,23,Thihagoda,Monday,Morning,1.5
838,Suzuki Alto,2017,63808,Electrical,Battery Drain,Minor,Battery,Order Required,Authorized,11,Modara,Friday,Morning,0.5
839,Suzuki Alto,2015,55678,Suspension,CV Joint Noise,Minor,CV Joint/Boot,In Stock,Local,16,Weligama,Wednesday,Morning,1.4
840,Suzuki Alto,2021,17105,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Local,6,Pallimulla,Sunday,Evening,3.7
841,Suzuki Alto,2014,179841,Engine,Misfiring,Major,Spark Plugs/Coils,In Stock,Local,23,Mulatiyana,Friday,Evening,3.4
842,Suzuki Alto,2017,205985,Suspension,Wheel Bearing Noise,Minor,Wheel Bearing,Order Required,Authorized,19,Nupe,Monday,Evening,1.3
843,Suzuki Alto,2015,175342,Suspension,Shock Absorber Leaking,Major,Shock Absorbers,In Stock,Local,7,Kollupitiya,Wednesday,Afternoon,6.7
844,Suzuki Alto,2013,127590,AC,No Cooling,Minor,Refrigerant Gas,Order Required,Local,11,Meddawatta,Friday,Morning,1.3
845,Suzuki Alto,2013,48782,Engine,Blown Head Gasket,Major,Head Gasket Set,Order Required,Local,14,Pallimulla,Saturday,Afternoon,0
846,Suzuki Alto,2014,409796,Transmission,Clutch Slipping,Major,Clutch Plate Set,In Stock,Authorized,19,Kaduwela,Thursday,Evening,10.9
847,Suzuki Alto,2022,12292,Brake,ABS Sensor Fault,Minor,ABS Sensor,In Stock,Authorized,20,Thihagoda,Saturday,Afternoon,0.5
848,Suzuki Alto,2019,80973,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,15,Seethawaka,Monday,Evening,0.6
849,Suzuki Alto,2020,28229,AC,Compressor Noise,Moderate,Compressor,In Stock,Local,17,Thihagoda,Friday,Evening,3.6
850,Suzuki Alto,2019,67803,AC,Bad Smell,Moderate,Evaporator Cleaning,In Stock,Authorized,6,Welipitiya,Tuesday,Evening,1.5
851,Suzuki Alto,2017,137460,Electrical,Starter Motor Fault,Moderate,Starter Motor,In Stock,Local,1,Nupe,Sunday,Evening,2.6
852,Suzuki Alto,2013,417837,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Authorized,8,Hiththetiya,Saturday,Morning,49.5
853,Suzuki Alto,2013,417230,Engine,Radiator Fan Failure,Moderate,Fan Motor,In Stock,Local,20,Dikwella,Friday,Evening,0
854,Suzuki Alto,2018,26033,Engine,Water Pump Failure,Moderate,Water Pump,In Stock,Local,9,Malimbada,Thursday,Afternoon,5.7
855,Suzuki Alto,2013,153379,Electrical,Starter Motor Fault,Minor,Starter Motor,In Stock,Authorized,8,Akuressa,Sunday,Afternoon,1.3
856,Suzuki Alto,2019,72851,Brake,Brake Pad Wear,Moderate,Brake Pads,In Stock,Local,25,Hakmana,Monday,Evening,0.9
857,Suzuki Alto,2018,71126,AC,Compressor Noise,Moderate,Compressor,Order Required,Local,15,Seethawaka,Friday,Morning,3.8
858,Suzuki Alto,2015,146086,Suspension,Wheel Bearing Noise,Moderate,Wheel Bearing,Order Required,Local,12,Hakmana,Monday,Evening,3.1
859,Suzuki Alto,2021,90983,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Local,8,Kolonnawa,Wednesday,Morning,52.3
860,Suzuki Alto,2013,115098,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,In Stock,Local,21,Paburana,Saturday,Morning,2.8
861,Suzuki Alto,2016,139031,Brake,Disc Rotor Warped,Minor,Disc Skimming,In Stock,Local,5,Borella,Monday,Afternoon,1
862,Suzuki Alto,2018,255081,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,In Stock,Local,12,Gandara,Thursday,Afternoon,4.4
863,Suzuki Alto,2012,64650,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Local,23,Dikwella,Tuesday,Afternoon,0.5
864,Suzuki Alto,2017,284779,Suspension,Rim Bend,Moderate,Rim Repair,In Stock,Local,12,Kaduwela,Friday,Afternoon,1
865,Suzuki Alto,2019,202661,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Local,2,Thihagoda,Thursday,Morning,5.3
866,Suzuki Alto,2012,518756,Suspension,CV Joint Noise,Moderate,CV Joint/Boot,In Stock,Local,5,Seethawaka,Monday,Afternoon,3.5
867,Suzuki Alto,2022,22395,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Authorized,8,Pasgoda,Wednesday,Evening,3.6
868,Suzuki Alto,2017,272391,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,Order Required,Local,24,Bambalapitiya,Sunday,Morning,2.2
869,Suzuki Alto,2014,401893,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Local,20,Kotapola,Saturday,Morning,2.8
870,Suzuki Alto,2014,336379,Engine,Water Pump Failure,Moderate,Water Pump,In Stock,Local,2,Maradana,Monday,Evening,6
871,Suzuki Alto,2022,68100,Body,Door Rattle,Moderate,Door Panel Clips,In Stock,Authorized,5,Kesbewa,Monday,Evening,1.4
872,Suzuki Alto,2018,41162,Transmission,CVT Jerking (AGS),Major,AGS Actuator/Oil,In Stock,Authorized,18,Meddawatta,Wednesday,Morning,12.1
873,Suzuki Alto,2022,39209,Transmission,CVT Jerking (AGS),Minor,AGS Actuator/Oil,Order Required,Authorized,8,Malimbada,Wednesday,Evening,3
874,Suzuki Alto,2019,71760,AC,No Cooling,Moderate,Refrigerant Gas,Order Required,Authorized,13,Thihagoda,Friday,Evening,2.2
875,Suzuki Alto,2015,338574,Engine,Misfiring,Moderate,Spark Plugs/Coils,In Stock,Local,22,Seethawaka,Friday,Evening,1.2
